name_en,name_ar,lat,lon,parent_name_local
Shanbara Manqala,شنبارةمنقلا,30.722,31.443,مركز ديرب نجم
Shanbari,شنباري,30.114,31.154,مركز أوسيم
Shantana El-Hagar wa Hessetha,شنتنا الحجر وحصتها,30.641,31.063,مركز بركة السبع
Shandalaat,شندلات,30.772,31.11,مركز السنطة
Shandawil,شندويل,26.647,31.597,مركز المراغة
Shandid,شنديد,30.921,30.668,مركز إيتاى البارود
Shanraq,شنراق,30.822,31.157,مركز السنطة
Shanra El-Bahareya,شنرة البحرية,30.808,31.09,مركز السنطة
Shanari,شنري,28.79,30.766,مركز الفشن
Shansha,شنشا,30.886,31.314,مركز أجا
Shanshour wa Hessetha,شنشوروحصتها,30.359,30.991,مركز أشمون
Shanfas,شنفاص,30.905,31.381,مركز أجا
Shanhoura,شنهور,25.855,32.777,مركز قوص
Shanou,شنو,31.055,30.92,مركز كفر الشيخ
Shanwan,شنوان,30.506,31.009,مركز شبين الكوم
Shanwayo wa Kafr El-Badrana,شنوايوكفر البدرانة,30.31,31.099,مركز أشمون
Shanoufa,شنوفة,30.516,30.98,مركز شبين الكوم
Shanisa,شنيسة,30.907,31.31,مركز أجا
Shanit El-Harabwa,شنيط الحرابوة,30.786,31.623,مركز كفر صقر
Shaha,شها,31.091,31.48,مركز المنصورة
Shuhadaa Bahr El-Baqar 2,شهداء بحر البقر 2,30.918,32.149,مركز الحسينية
Shuhadaa Bahr El-Baqar 3,شهداء بحر البقر 3,30.895,32.125,مركز الحسينية
Shuhadaa Bahr El-Baqar 4,شهداء بحر البقر 4,30.853,32.161,مركز الحسينية
Shuhadaa Bahr El-Baqar 5,شهداء بحر البقر 5,30.887,32.16,مركز الحسينية
Shoubar,شوبر,30.845,30.961,مركز طنطا
Shoubak Akrash,شوبكأكراش,30.737,31.506,مركز ديرب نجم
Shoubak Basta,شوبكبسطة,30.576,31.534,مركز الزقازيق
Shoushay wa Kafr Ata,شوشايوكفرعطا,30.33,31.001,مركز أشمون
Shousha,شوشة,28.308,30.638,مركز سمالوط
Shouna,شونى,30.75,30.926,مركز طنطا
Shiakhet 6 October,شياخة 6 أكتوبر,30.095,31.219,قسم امبابه
Shiakhet El-Ibrahimia Qebli wal Hadra Bahari,شياخة الابراهيمية قبلى والحضرة بحرى,31.208,29.93,قسم باب شرقى
Shiakhet El-Ibrahimia Bahari wa Sidi Gaber,شياخة الابراهيميةبحريوسيديجابر,31.216,29.926,قسم باب شرقى
Shiakhet El-Azarito wal Shatby,شياخة الأزاريتووالشاطبي,31.208,29.917,قسم باب شرقى
Shiakhet El-Oula,شياخة الاولى,27.178,31.164,قسم أول أسيوط
Shiakhet El-Baysari,شياخة البيسرى,27.189,31.142,قسم أول أسيوط
Shiakhet El-Thaletha,شياخة الثالثة,27.175,31.169,قسم أول أسيوط
Shiakhet El-Hadra Qebli,شياخة الحضرةقبلي,31.202,29.934,قسم باب شرقى
Shiakhet El-Hamraa El-Oula,شياخة الحمراء الأولى,27.183,31.186,قسم ثان أسيوط
Shiakhet El-Hamraa El-Thania,شياخة الحمراء الثانية,27.178,31.193,قسم ثان أسيوط
Shiakhet El-Hay El-Awal wal Hadiqa El-Markazia,شياخة الحى الاول والحديقة المركزية,30.141,31.712,قسم بدر
Shiakhet El-Hay El-Thaleth wal Mantaqa El-Tarfeheya,شياخة الحى الثالث والمنطقة الترفيهية,30.134,31.684,قسم بدر
Shiakhet El-Hay El-Thani wa Mantaqat El-Emtedad El-Mustaqbali,شياخة الحى الثانى ومنطقة الامتداد المستقبلى,30.166,31.698,قسم بدر
Shiakhet El-Hay El-Rabea,شياخة الحى الرابع,30.163,31.671,قسم بدر
Shiakhet El-Hay El-Motamayez,شياخة الحى المتميز,30.123,31.71,قسم بدر
Shiakhet El-Khamisa,شياخة الخامسة,27.184,31.159,قسم أول أسيوط
Shiakhet El-Rabea,شياخة الرابعة,27.178,31.169,قسم أول أسيوط
Shiakhet El-Sabea,شياخة السابعة,27.19,31.181,قسم ثان أسيوط
Shiakhet El-Sadsa,شياخة السادسة,27.178,31.177,قسم أول أسيوط
Shiakhet El-Sherkat,شياخة الشركات,27.189,31.167,قسم أول أسيوط
Shiakhet El-Shorouk 1,شياخة الشروق 1,30.136,31.587,قسم الشروق
Shiakhet El-Shorouk 2,شياخة الشروق 2,30.137,31.627,قسم الشروق
Shiakhet El-Madabigh wa Gabbanat El-Muslimeen,شياخة المدابغ وجبانة المسلمين,27.167,31.156,قسم أول أسيوط
Shiakhet El-Mantaqa El-Senaeya Sharq Tareeq El-Robiky,شياخة المنطقة الصناعية شرق طريق الروبيكى,30.137,31.745,قسم بدر
Shiakhet El-Mantaqa El-Senaeya wa Mantaqat El-Emtedad El-Mustaqbali,شياخة المنطقة الصناعية ومنطقة الامتداد المستقبلى,30.159,31.729,قسم بدر
Shiakhet El-Walideya El-Bahareya,شياخة الوليدية البحرية,27.209,31.161,قسم ثان أسيوط
Shiakhet El-Walideya El-Qebliya,شياخة الوليدية القبلية,27.2,31.176,قسم ثان أسيوط
Shiakhet El-Walideya El-Wastaneya,شياخة الوليدية الوسطانية,27.204,31.167,قسم ثان أسيوط
Shiakhet Bab Sharqi wa Wabor El-Miah,شياخة بابشرقيووابورالمياه,31.201,29.917,قسم باب شرقى
Shiakhet Badr 1,شياخة بدر 1,30.153,31.652,قسم بدر
Shiakhet Thania,شياخة ثانية,27.17,31.17,قسم أول أسيوط
Shiakhet Khamis wa Tashmal El-Ganayen wa Mukawwanateha,شياخة خامس وتشمل الجناين ومكوناتها,30.063,32.703,قسم الجناين
Shiakhet Ezbet El-Gamaa,شياخة عزبةالجامع,31.196,29.942,قسم باب شرقى
Shiakhet Madinet El-Dobat,شياخة مدينة الضباط,30.129,31.509,قسم الشروق
Shiakhet Qesm Awal,شياخه قسم اول,31.404,31.807,قسم أول دمياط
Shiakhet Qesm Thaleth,شياخه قسم ثالث,31.425,31.825,قسم ثان دمياط
Shiakhet Qesm Than,شياخه قسم ثان,31.415,31.819,قسم أول دمياط
Shiakhet Qesm Rabea,شياخه قسم رابع,31.429,31.811,قسم ثان دمياط
Shibana,شيبانة,31.014,34.296,قسم رفح
Shiba El-Nakkareya,شيبة النكارية,30.604,31.484,مركز الزقازيق
Sheraton El-Matar,شيراتون المطار,30.11,31.404,قسم النزهة
Shital Hawi,شيط الهوي,30.859,31.727,مركز كفر صقر
Shiwa El-Sharqeya,شيوة الشرقية,30.859,31.288,مركز أجا
Shiwa El-Gharbeya,شيوة الغربية,30.864,31.274,مركز أجا
Sa El-Hagar,صا الحجر,30.974,30.769,مركز بسيون
Safour,صافور,30.796,31.423,مركز ديرب نجم
Safeya,صافية,30.861,30.69,مركز إيتاى البارود
Saleh,ص الح,28.728,30.877,مركز الفشن
Saleh,ص الح,26.536,31.697,قسم اول سوهاج
San El-Hagar El-Bahareya,صان الحجر البحرية,31.001,32.096,مركز الحسينية
San El-Hagar El-Qebliya,صان الحجر القبلية,31.016,31.954,مركز الحسينية
Sobhy Hussein,صبحى حسين,29.998,31.336,قسم الخليفة
Sabry,صبري,30.793,30.979,قسم ثان طنطا
Sabih,صبيح,30.648,31.59,مركز ههيا
Sahari City,صحاريسيتي,23.972,32.831,مركز أسوان
Sahraa El-Dabaa,صحراء الضبعة,30.76,27.977,مركز الضبعة
Sedqa,صدقا,30.933,31.671,مركز تمى الأمديد
Sarawa,صراوة,30.258,31.097,مركز أشمون
Sard,صرد,30.974,30.899,مركز قطور
Sarwa,صروة,31.043,30.844,مركز قلين
Safaneya,صفانية,28.74,30.801,مركز العدوة
Safar Basha,صفرباشا,31.202,29.881,قسم الجمرك
Saft El-Khammar El-Asleya,صفط الخمار الأصليه,28.029,30.692,مركز المنيا
Saft Abu Gorg,صفطأبوجرج,28.54,30.771,مركز بنى مزار
Saft El-Horreya,صفط الحرية,30.939,30.57,مركز إيتاى البارود
Saft El-Hanna wa Kofourha,صفط الحناوكفورها,30.556,31.612,مركز أبو حماد
Saft El-Kharsa,صفط الخرسة,28.836,30.825,مركز الفشن
Saft El-Khammar El-Sharqeya,صفط الخمار الشرقية,28.057,30.701,مركز المنيا
Saft El-Khammar El-Gharbeya,صفط الخمار الغربية,28.045,30.661,مركز المنيا
Saft El-Sharqeya,صفط الشرقية,29.38,31.191,مركز الواسطى
Saft El-Arfa,صفط العرفا,28.825,30.853,مركز الفشن
Saft El-Enab,صفط العنب,30.811,30.686,مركز كوم حمادة
Saft El-Gharbeya,صفط الغربية,29.395,31.183,مركز الواسطى
Saft El-Laban,صفط اللبن,30.028,31.162,مركز كرداسة
Saft El-Laban,صفط اللبن,28.2,30.713,مركز المنيا
Saft El-Nour,صفط النور,28.806,30.858,مركز الفشن
Saft Tarab,صفطتراب,30.899,31.14,مركز المحله الكبرى
Saft Gedaam,صفطجدام,30.685,30.871,مركز تلا
Saft Khaled,صفط خالد,30.943,30.655,مركز إيتاى البارود
Saft Rashin,صفطراشين,28.981,30.931,مركز ببا
Saft Zoreiq,صفطزريق,30.735,31.466,مركز ديرب نجم
Safi El-Din,صفى الدين,30.055,31.252,قسم الموسكي
Safita,صفيطة,30.517,31.48,مركز الزقازيق
Saqqara,صقارة,29.845,31.224,مركز البدرشين
Salah El-Din,صلاح الدين,30.57,30.709,مركز بدر
Sanadid,صناديد,30.721,30.993,مركز طنطا
Sanafeer,صنافير,30.219,31.172,مركز قليوب
Sanbou,صنبو,27.478,30.789,مركز ديروط
Sandafa,صندفا,28.528,30.676,مركز بنى مزار
Sandala,صندلا,31.162,30.824,مركز كفر الشيخ
Sansaft,صنصفط,30.441,30.859,مركز منوف
Sanaa,صنعاء,24.013,30.629,مركز الواحات الخارجة
Saneem,صنيم,27.961,30.719,مركز ابو قرقاص
Sahbara,صهبرة,30.763,31.415,مركز ديرب نجم
Sahregt El-Soghra wa Kafr El-Sayed,صهرجت الصغريوكفر السيد,30.81,31.295,مركز أجا
Sahregt El-Kobra wa Kafr Gorgi Youssef,صهرجت الكبريوكفرجرجسيوسف,30.644,31.298,مركز ميت غمر
Soul,صول,29.359,31.249,مركز أطفيح
Sayda,صيدة,30.148,31.151,مركز أوسيم
Sira,صيرة,31.14,30.206,مركز كفر الدوار
Tabiet Saleh,طابيةص الح,31.176,29.876,قسم مينا البصل
Tarout,طاروط,30.541,31.467,مركز الزقازيق
Tamous,طاموس,31.036,30.472,قسم دمنهور
Tabl Amoun,طبل أمون,28.183,28.678,قسم الواحاتالبحرية
Tabloha,طبلوها,30.657,30.962,مركز تلا
Tabhar,طبهار,29.311,30.684,مركز أبشواى
Taha Hussein,طة حسين,30.787,30.218,مركز ابوالمطامير
Taha El-Aameda,طحا الأعمدة,28.19,30.689,مركز سمالوط
Taha El-Marg,طحا المرج,30.778,31.383,مركز ديرب نجم
Taha El-Bisha,طح البيشة,28.956,30.987,مركز ببا
Taha Boush,طحابوش,29.142,31.077,مركز ناصر
Tahanoub,طحانوب,30.285,31.295,مركز شبين القناطر
Tahawi,طحاوي,29.412,30.724,مركز أبشواى
Tahla,طحلة,30.417,31.152,مركز بنها
Tahla Bardeen,طحلةبردين,30.525,31.506,مركز الزقازيق
Tahoureya,طحورية,30.36,31.335,مركز شبين القناطر
Tarabenba,طرابنبا,30.99,30.552,مركز دمنهور
Taranees El-Bahr,طرانيس البحر,31.154,31.52,مركز المنصورة
Taranees El-Arab,طرانيس العرب,30.873,31.521,مركز السنبلاوين
Tora El-Asmant,طرة الأسمنت,29.923,31.29,قسم طره
Tarshoub,طرشوب,28.952,30.944,مركز ببا
Tarfa,طرفا,28.381,30.606,مركز سمالوط
Tora El-Balad,طره البلد,29.947,31.272,قسم طره
Tora El-Heit,طره الحيط,29.937,31.283,قسم طره
Tareena,طرينة,31.081,31.114,مركز المحله الكبرى
Tasfa,طصفا,30.574,31.283,مركز كفر شكر
Toama,طعمة,26.967,31.425,مركز البدارى
Tafnees,طفنيس,25.435,32.514,مركز إسنا
Tala,طلا,28.881,30.855,مركز الفشن
Talaat Dargham,طلعت درغام,26.86,28.21,مركز الفرافرة
Tolombat El-Tabia,طلمبات الطابية,31.271,30.067,قسم المنتزة
Tolombat Beni Obeid,طلمباتبنيعبيد,31.045,31.747,مركز بنى عبيد
Tolombat Halaq El-Gammal,طلمباتحلق الجمل,31.08,30.386,مركز ابوحمص
Tolombat Ain Shams,طلمباتعينشمس,30.133,31.347,قسم عينشمس
Talya wa Ezbet Ashmoun,طلياوعزبةأشمون,30.255,30.979,مركز أشمون
Talima,طليمة,31.037,31.274,مركز سمنود
Tama Fayoum,طمافيوم,29.164,30.938,مركز أهناسيا
Tamay El-Zahayra,طماي الزهايرة,30.902,31.472,مركز السنبلاوين
Tamlay,طملاي,30.502,30.851,مركز منوف
Tamouh,طموه,29.94,31.267,مركز الجيزة
Tanah,طناح,31.046,31.558,مركز المنصورة
Tanash wa Nazlet El-Zomor,طناشونزلة الزمر,30.12,31.203,قسم الوراق
Tanamel El-Sharqi wa Ezbet El-Atraba,طنامل الشرقيوعزبة الأتربة,30.833,31.285,مركز أجا
Tanamel El-Gharbi,طنامل الغربي,30.833,31.264,مركز أجا
Tanan,طنان,30.24,31.249,مركز قليوب
Tanbara,طنبارة,30.915,31.436,مركز السنبلاوين
Tanbara,طنبارة,31.129,31.133,مركز المحله الكبرى
Tanbadi,طنبدي,30.587,30.985,مركز شبين الكوم
Tanbadi,طنبدي,28.638,30.784,مركز مغاغة
Tanbasha,طنبشا,30.604,31.095,مركز بركة السبع
Tanbou,طنبو,28.502,30.769,مركز بنى مزار
Tanboul El-Kobra,طنبول الكبري,30.868,31.414,مركز السنبلاوين
Tanbouha,طنبوها,31.15,31.339,مركز نبروة
Tansa El-Malaq,طنسا الملق,29.213,31.115,مركز ناصر
Tansa Beni Malo,طنسابنيم الو,29.0,31.017,مركز ببا
Tanta El-Gezira,طنط الجزيرة,30.358,31.088,مركز طوخ
Tanta Khareg El-Kourdon,طنطا خارج الكوردون,30.8,30.99,قسم ثان طنطا
Tanoub,طنوب,30.704,30.809,مركز تلا
Taneeng,طنينج,31.068,31.282,مركز نبروة
Taha Shubra,طهشبرا,30.534,31.098,مركز قويسنا
Tohra Hamid,طهرةحميد,30.533,31.57,مركز الزقازيق
Tohma,طهما,29.626,31.238,مركز العياط
Tohna El-Gabal,طهنا الجبل,28.197,30.769,مركز المنيا
Tohansha,طهنشا,28.036,30.739,مركز المنيا
Tohway,طهواي,30.823,31.392,مركز السنبلاوين
Tohway,طهواي,30.363,30.863,مركز أشمون
Tawahin Akrash,طواحينأكراش,30.769,31.542,مركز الأبراهيمية
Toug Tanbasha,طوجطنبشا,30.614,31.12,مركز بركة السبع
Toukh,طوخ,27.7,30.81,مركز دير مواس
Toukh,طوخ,25.951,32.742,مركز نقادة
Toukh El-Aqlam,طوخ الأقلام,30.869,31.445,مركز السنبلاوين
Toukh El-Kheil,طوخ الخيل,28.11,30.661,مركز المنيا
Toukh al-Qaramous,طوخ القراموس,30.685,31.664,مركز أبوكبير
Toukh Dalka,طوخدلكة,30.651,30.922,مركز تلا
Toukh Mazeed,طوخمزيد,30.841,31.094,مركز السنطة
Touson,طوسون,30.077,31.241,قسم روضالفرج
Toulon,طولون,30.028,31.249,قسم السيدة زينب
Toha,طوه,29.028,30.99,مركز ببا
Toha,طوه,28.083,30.691,مركز المنيا
Tuwaihir,طويحر,30.584,31.647,مركز أبو حماد
Tawila Nashart,طويلةنشرت,31.11,30.844,مركز قلين
Tiba,طيبة,30.848,30.47,مركز الدلنجات
Dahr al-Temsah,ظهر التمساح,30.928,30.72,مركز إيتاى البارود
Dahr Sharab,ظهرشرب,30.439,31.313,مركز منيا القمح
Amer,عامر,26.671,31.585,مركز المراغة
Amereya al-Fayoum,عامريه الفيوم,29.336,30.893,مركز الفيوم
Aisha Abd al-Rahman,عائشة عبد الرحمن,26.762,28.047,مركز الفرافرة
Abbad Sharouna,عبادشارونة,28.59,30.828,مركز مغاغة
Abbasa,عباسة,25.91,32.782,مركز قوص
Abd al-Salam Aref,عبد السلام عارف,25.306,30.877,مركز الواحات الخارجة
Abd al-Magid al-Gafil,عبد المجيد الجفيل,26.87,27.848,مركز الفرافرة
Abd al-Na'im,عبد النعيم,30.075,31.208,قسم امبابه
Abd al-Magid Morsi,عبد المجيدمرسي,30.586,30.735,مركز بدر
Abd al-Halim,عبد الحليم,30.436,29.908,قسم غرب النوبارية
Abd al-Hay Shalaby,عبدالحي شلبي,30.963,31.177,قسم أول المحلة الكبرى
Abd al-Raqib,عبد الرقيب,30.79,30.061,مركز ابوالمطامير
Abd al-Salam Aref,عبدالسلام عارف,30.577,30.641,مركز بدر
Abd al-Magid Saleh,عبدالمجيد صالح,30.712,30.58,مركز الدلنجات
Abn Umm al-Saghir,عبن أم الصغير,25.813,29.168,مركز الوحات الداخلة
Othman ibn Affan,عثمان بن عفان,30.621,30.656,مركز بدر
Othman ibn Affan,عثمان بن عفان,26.896,28.014,مركز الفرافرة
Othman ibn Affan,عثمان بن عفان,26.654,31.477,مركز جهينة الغربية
Agroud,عجرود,30.072,32.281,قسم عتاقة
Adly,عدلي,31.27,32.295,قسم المناخ
Adnan Madany,عدنان مدنى,30.3,30.49,مركز وادى النطرون
Araba Abu Dahab,عرابةأبودهب,26.589,31.591,مركز سوهاج
Araba Abydos,عرابةأبيدوس,26.193,31.925,مركز البلينا
Araby,عرابى,30.056,31.244,قسم الأزبكية
Aramiya al-Khudairi,عرامية الخضيري,27.48,30.754,مركز ديروط
Aramiya al-Diwan,عرامية الديوان,27.442,30.737,مركز القوصية
Arab al-Atawla,عرب الأطاولة,26.552,31.714,مركز أخميم
Arab al-Gahma,عرب الجهمة,27.4,30.756,مركز القوصية
Arab al-Hesar al-Bahariya,عرب الحصار البحرية,29.627,31.331,مركز الصف
Arab al-Rawashda,عرب الرواشدة,30.397,31.237,مركز طوخ
Arab al-Amayem,عرب العمايم,27.304,30.93,مركز منفلوط
Arab al-Ayayda,عرب العيايدة,30.192,31.351,مركز الخانكة
Arab al-Ghidairi,عرب الغديري,30.352,31.271,مركز طوخ
Araba al-Tawila,عربا الطاولة,27.251,31.205,مركز الفتح
Arab Abu Tawila,عربأبوطويلة,30.138,31.312,قسم المطرية
Arab al-Hesar,عرب الحصار,29.605,31.317,مركز الصف
Arab al-Hosn,عرب الحصن,30.131,31.306,قسم المطرية
Arab al-Raml,عرب الرمل,30.522,31.143,مركز قويسنا
Arab al-Sha'ara,عرب الشعارة,30.189,31.278,مركز شبين القناطر
Arab al-Shanabla,عرب الشنابلة,27.308,31.03,مركز أبنوب
Arab al-Sawalha,عرب الص والحة,30.304,31.344,مركز شبين القناطر
Arab al-Abayda,عرب العبايدة,29.588,31.319,مركز الصف
Arab al-Atiyat al-Bahariya,عرب العطيات البحرية,27.31,31.071,مركز أبنوب
Arab al-Olayqat,عرب العليقات,30.283,31.379,مركز الخانكة
Arab al-Faddan,عرب الفدان,30.551,31.675,مركز أبو حماد
Arab al-Yasar,عرب اليسار,30.023,31.262,قسم الخليفة
Arab Bakhawag,عرببخواج,26.81,31.501,مركز طهطا
Arab Matir,عربمطير,27.257,31.225,مركز الفتح
Araban al-Anbaqiya wal-Manayef wal-Huwaitat,عربان العنبقية والمنايف والحويطات,29.695,32.367,قسم عتاقة
Oroug,عروج,30.997,33.801,قسم ثالث العريش
Aryan,عريان,31.268,30.565,مركز فوه
Ezab Abu Mandour,عزبأبومندور,31.238,30.71,مركز دسوق
Ezab al-Awqaf,عزب الأوقاف,31.107,30.496,مركز دمنهور
Ezab al-Basarta,عزب البصارطة,31.373,31.806,مركز دمياط
Ezab al-Khalig Bahari,عزبالخليج بحري,31.415,30.512,مركز مطوبس
Ezab al-Khalig,عزب الخليج,31.412,30.487,مركز مطوبس
Ezab al-Zawamel,عزب الزوامل,31.231,30.636,مركز دسوق
Ezab al-Shabasiya,عزب الشباسية,31.17,30.795,مركز دسوق
Ezab al-Arab,عزب العرب,30.957,31.313,مركز أجا
Ezab al-Gharb,عزب الغرب,31.36,30.478,مركز مطوبس
Ezab al-Qasr,عزب القصر,25.899,28.868,مركز الوحات الداخلة
Ezab al-Nahda,عزب النهضة,31.384,31.792,مركز دمياط
Ezab al-Waqf Bahari,عزب الوقف بحري,31.42,30.454,مركز مطوبس
Ezab al-Waqf Qibli,عزب الوقفقبلي,31.38,30.434,مركز مطوبس
Ezab Umm al-Rizq,عزبأم الرزق,31.332,31.563,مركز كفر سعد
Ezab Amin Sayed Ahmed,عزب أمين سيد أحمد,31.145,30.394,مركز ابوحمص
Ezab Basantawy,عزببسنتاوي,31.146,30.452,مركز المحمودية
Ezab Tal Bani Omran,عزبتلبنيعمران,27.689,30.838,مركز دير مواس
Ezab Dafshou,عزبدفشو,31.202,30.119,مركز كفر الدوار
Ezab Shubra Damanhour,عزب شبرا دمنهور,31.05,30.438,مركز دمنهور
Ezab Sherket al-Ittihad,عزبشركة الاتحاد,30.913,30.461,مركز الدلنجات
Ezab Qabil,عزبقابيل,31.108,30.429,مركز دمنهور
Ezab Qortasa wa Tamos,عزبقرطساوطاموس,31.007,30.472,مركز دمنهور
Ezab Naqraha,عزبنقرها,31.045,30.496,مركز دمنهور
Ezbet al-Baz,عزبة الباز,31.196,31.642,مركز الزرقا
Ezbet al-Bousa,عزبة البوصة,26.074,32.308,مركز نجع حمادى
Ezbet al-Gaza'er,عزبة الجزائر,28.355,28.954,قسم الواحاتالبحرية
Ezbet al-Rakha,عزبة الرخا,25.781,28.868,مركز الوحات الداخلة
Ezbet al-Qasy Matroud wa Tashmal Ezbet Abdallah al-Maqrihy,عزبة القاسى مطرود وتشمل عزبة عبدالله المقريحى,30.856,30.585,مركز الدلنجات
Ezbet al-Lawzy,عزبة اللوزى,31.339,31.684,مركز كفر سعد
Ezbet al-Nozha,عزبة النزهه,31.208,29.968,قسم سيدى جابر
Ezbet al-Hagana,عزبة الهجانة,30.065,31.397,قسم أول مدينة نصر
Ezbet Rady,عزبة راضي,30.956,30.543,مركز إيتاى البارود
Ezbet Ain al-Qasir,عزبة عين القصير,28.391,28.756,قسم الواحاتالبحرية
Ezbet Mawoud,عزبة ماوود,28.541,28.82,قسم الواحاتالبحرية
Ezbet Saad,عزبة سعد,31.211,29.947,قسم سيدى جابر
Ezbet Ibrahim Agha,عزبةابراهيمأغا,31.027,30.657,مركز شبراخيت
Ezbet al-Abriqgy,عزبة الأبريقجي,31.06,30.557,مركز دمنهور
Ezbet al-Ashrak,عزبة الأشراك,31.063,30.637,مركز شبراخيت
Ezbet al-Aqbat,عزبة الأقباط,26.911,31.495,مركز البدارى
Ezbet al-Bakawat,عزبة البكوات,31.085,30.595,مركز الرحمانية
Ezbet al-Bousa,عزبة البوصة,26.089,32.059,مركز أبو طشت
Ezbet al-Goukhdar,عزبة الجوخدار,30.974,30.665,مركز شبراخيت
Ezbet al-Khalil Ibrahim,عزبةالخليل ابراهيم,28.444,30.824,مركز بنى مزار
Ezbet al-Darwish,عزبة الدرويش,31.075,30.461,مركز دمنهور
Ezbet al-Sarw,عزبة السرو,30.991,30.51,مركز دمنهور
Ezbet al-Salanlaki,عزبة السلانلكي,31.008,30.555,مركز دمنهور
Ezbet al-Shamashargy,عزبة الشماشرجي,30.992,30.633,مركز شبراخيت
Ezbet al-Shantour,عزبة الشنطور,28.978,30.838,مركز سمسطا
Ezbet al-Tarana,عزبة الطرانة,30.441,30.824,مركز السادات
Ezbet al-Tawabra,عزبة الطوابرة,31.168,31.962,مركز المنزلة
Ezbet al-Teiriya,عزبة الطيرية,30.842,30.561,مركز الدلنجات
Ezbet al-Arab,عزبة العرب,30.049,31.297,قسم ثانمدينةنصر
Ezbet al-Qawiya,عزبة القاوية,26.86,31.413,مركز طما
Ezbet al-Qamadair,عزبة القمادير,28.244,30.614,مركز سمالوط
Ezbet al-Kanisa,عزبة الكنيسة,30.965,30.663,مركز شبراخيت
Ezbet al-Magd,عزبة المجد,31.074,30.656,مركز الرحمانية
Ezbet al-Manshawy al-Lahhah,عزبة المنشاوي اللحاح,30.803,30.486,مركز الدلنجات
Ezbet al-Nakhl,عزبة النخل,30.137,31.32,قسم المرج
Ezbet Badr al-Din,عزبة بدر الدين,31.099,30.395,مركز دمنهور
Ezbet Badawy,عزبةبدوي,31.225,31.138,مركز بيلا
Ezbet Bastara,عزبةبسطرة,31.093,30.439,مركز دمنهور
Ezbet Bishara Hanna,عزبةبشارةحنا,31.023,30.645,مركز شبراخيت
Ezbet Telt,عزبةتلت,28.879,30.836,مركز الفشن
Ezbet Gabril,عزبةجبريل,29.969,31.264,قسم البساتين
Ezbet Gergis Nakhla,عزبةجرجسنخلة,31.127,30.591,مركز الرحمانية
Ezbet Galal,عزبةجل ال,27.724,30.746,مركز ملوى
Ezbet Hassan Ali Hamza,عزبة حسن علي حمزة,30.743,30.75,مركز كوم حمادة
Ezbet Hassan Qaboudan,عزبةحسنقبودان,31.12,30.624,مركز الرحمانية
Ezbet Hussein al-Deeb,عزبةحسين الديب,30.966,30.72,مركز شبراخيت
Ezbet Hussein Amr,عزبة حسين عمرو,31.048,30.562,مركز دمنهور
Ezbet Hawd Fares,عزبة حوض فارس,30.916,30.612,مركز إيتاى البارود
Ezbet Saada,عزبةسعادة,30.992,30.673,مركز شبراخيت
Ezbet Saad Dawoud,عزبة سعد داود,30.819,30.548,مركز الدلنجات
Ezbet Sakanida,عزبةسكنيدة,31.063,30.473,مركز دمنهور
Ezbet Selim Toubgian,عزبةسليمطوبجيان,31.001,30.596,مركز دمنهور
Ezbet Tarabanba,عزبةطرابنبا,31.036,30.543,مركز دمنهور
Ezbet Talaat,عزبة طلعت,30.818,30.658,مركز إيتاى البارود
Ezbet Toukh,عزبة طوخ,30.833,31.073,مركز السنطة
Ezbet Amr,عزبة عمرو,31.308,30.6,مركز مطوبس
Ezbet Fathallah al-Gazzar,عزبةفتح الله الجزار,30.983,30.678,مركز شبراخيت
Ezbet Farnawy,عزبةفرنوي,31.002,30.644,مركز شبراخيت
Ezbet Fahmy,عزبةفهمي,29.97,31.294,قسم البساتين
Ezbet Qaftan,عزبةقفطان,28.949,30.82,مركز سمسطا
Ezbet Qalmashat,عزبةقلمشاة,29.212,30.854,مركز أطسا
Ezbet Kafr al-Saby,عزبةكفر السابي,30.975,30.58,مركز شبراخيت
Ezbet Kafr Ghoneim,عزبة كفر غنيم,31.127,30.619,مركز الرحمانية
Ezbet Mohamed Awad,عزبة محمد عوض,31.027,30.554,مركز دمنهور
Ezbet Mostafa Hamdy,عزبةمصطفيحمدي,27.814,30.728,مركز ملوى
Ezbet Nafe',عزبةنافع,29.967,31.258,قسم البساتين
Ezbet Hawara,عزبةهوارة,28.45,30.65,مركز مطاى
Ezbet Yaqoub,عزبةيعقوب,31.016,30.599,مركز شبراخيت
Ezbet Youssef al-Askary,عزبةيوسف العسكري,30.958,30.614,مركز إيتاى البارود
Ezbet Youssef Hamza,عزبة يوسف حمزة,30.807,30.547,مركز الدلنجات
Ezbet Youssef Kamal,عزبة يوسف كمال,31.032,30.667,مركز شبراخيت
Oshash al-Nakhl,عشش النخل,30.061,31.231,قسم بولاق
Ashma,عشما,30.557,30.912,مركز الشهداء
Attaf,عطاف,31.072,31.163,مركز المحله الكبرى
Atf Abu Gendy,عطفأبوجندي,30.906,30.92,مركز قطور
Atf Afouh,عطفأفوه,29.365,31.206,مركز الواسطى
Atf Haidar,عطفحيدر,28.742,30.747,مركز العدوة
Abd al-Hamid Abu Zeid,علدالحميد أبوزيد,30.465,30.758,مركز بدر
Alqam,علقام,30.548,30.79,مركز كوم حمادة
Alwan,علوان,27.193,31.092,مركز أسيوط
Ali Pasha al-Rouby,على باشا الروبى,29.426,30.438,مركز يوسف الصديق
